RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),preference_level
10347,Kem BUD'S - Nowzone,10.763918,106.682868,"Tầng 4 - Nowzone, 235 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM","Café/Dessert, ","Café - Kem, ",06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,"Mỹ, Châu Mỹ, ",no,no,yes,40.000 -88.000,7.3,7.2,6.8,low
10348,Cơm Tấm Thuận Kiều - Suối Tiên,10.865739,106.801615,"98 Quốc lộ 1A, P. Tân Phú, Quận 9, TP. HCM","Quán ăn, ","Thịt Gà, Cơm Tấm, Thịt Bò, Thịt Heo, Hải sản, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Cơm, Thức uống, Bia, Nước ngọt, ",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,"Món Việt, ",yes,no,no,25.000 -165.000,7.7,0.0,0.0,moderate
10349,Haidilao Hot Pot - Cresent Mall,10.7291761685834,106.718023717403,"Tầng 6, Cresent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Món nước, Lẩu, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Á, Món Trung Hoa, ",no,yes,yes,50.000 -300.000,8.2,8.5,7.9,moderate
10350,Bánh Canh Cá Lóc O Nữ - 39 Phan Văn Trị,10.807245,106.697556,"39 Đường Phan Văn Trị, P. 14, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Hải sản, Món nước, Bánh canh, Cá, ","06:30 - 14:00, 16:00 - 21:00","06:30 - 14:00, 16:00 - 21:00","06:30 - 14:00, 16:00 - 21:00","06:30 - 14:00, 16:00 - 21:00","06:30 - 14:00, 16:00 - 21:00","06:30 - 14:00, 16:00 - 21:00","06:30 - 14:00, 16:00 - 21:00","Món Miền Trung, ",yes,no,no,25.000 -35.000,8.1,7.9,7.7,low
10351,"Sushi Tokyo Deli - Sashimi, Sushi & Udon",10.8081694,106.7057043,"100A Bùi Đình Túy, P. 12, Bình Thạnh, TP. HCM",Quán ăn,Sushi & Sashimi,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
10352,Cơm Gà Tây Lân,10.7882191,106.6190413,"197 Lê Thúc Hoạch, P. Phú Thọ Hoà, Quận Tân Phú, TP. HCM","Quán ăn, ","Thịt Gà, Cơm văn phòng, Cơm, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,yes,25.000 -40.000,0.0,0.0,0.0,high
10353,Bún Đậu Mắm Tôm A Chảnh - Cống Quỳnh,10.76626,106.689391,"200 Cống Quỳnh, P. Phạm Ngũ Lão, Quận 1, TP. HCM","Quán ăn, ","Bún, Thịt Heo, Hải sản, Nghêu - Sò - Ốc, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,yes,25.000 -57.000,0.0,0.0,6.2,low
10354,Toàn Ký Mì Gia - Nguyễn Văn Cừ,10.7579886,106.6847661,"106E Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",Quán ăn,"Bò Kho ,  Bún ,  Hủ tiếu ,  Mì ,  Món nước ,  Cháo ,  Dimsum ,  Cơm",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,"Món Á ,  Món Trung Hoa",no,no,no,10.000 - 55.000,7.5,6.8,6.5,high
10355,Ô Cấp Cafe,10.3325068,107.0731562,"80 Hạ Long, P. 2, Tp. Vũng Tàu, Vũng Tàu","Café/Dessert, ","Bún, Mì, Café - Kem, Thức uống, ","00:00 - 00:00, 07:00 - 23:00","00:00 - 00:00, 07:00 - 23:00","00:00 - 00:00, 07:00 - 23:00","00:00 - 00:00, 07:00 - 23:00","00:00 - 00:00, 07:00 - 23:00","00:00 - 00:00, 07:00 - 23:00","00:00 - 00:00, 07:00 - 23:00","Món Việt, ",no,no,yes,18.000 -55.000,6.8,7.4,8.3,moderate
10356,Thức Coffee - Cống Quỳnh,10.763874,106.690428,"42 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,,,,,,,,,,no,no,yes,20.000 -55.000,6.8,6.7,6.9,low
10357,Chè Trà My - 534 Nguyễn Duy Trinh,10.7882408,106.774743,"534 Nguyễn Duy Trinh, P. Bình Trưng Đông, Thành Phố Thủ Đức, TP. HCM",Café/Dessert,"Đậu hũ ,  Chè",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,,no,no,no,15.000 - 30.000,0.0,0.0,0.0,high
10358,Domino’s Pizza - Tên Lửa,10.7517468,106.6103727,"348 - 350 Tên Lửa, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Nhà hàng, ","Pizza & Pasta, Bánh - Kẹo, Fastfood - Thức ăn nhanh, ",,,,,,,,"Món Việt, Món Âu, ",yes,yes,yes,49.000 -199.000,7.8,7.1,7.6,moderate
10359,Sơn Thủy Ngư Quán - Cá Trê Nướng & Gà Nướng,10.4441965062192,107.0822056243896,"Đảo Long Sơn, Huyện Long Thành, Vũng Tàu","Quán ăn, ","Thịt Gà, Hải sản, Hàu, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,no,50.000 -300.000,6.9,0.0,6.3,low
10360,Texas Chicken - Vincom Mega Mall Thảo Điền,10.802116,106.740707,"Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM","Nhà hàng, ","Thịt Gà, Gà rán, Hamburger, Fastfood - Thức ăn nhanh, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Mỹ, Châu Mỹ, ",no,no,yes,50.000 -250.000,7.3,6.3,7.2,low
10361,Nem Nướng D'ran - Since 1968 - Ngô Quyền,10.765614,106.664072,"251 Ngô Quyền, P. 6, Quận 10, TP. HCM","Quán ăn, ","Lẩu, Ăn vặt - Ăn nhẹ, ",10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,,no,no,no,1.000 -100.000,9.5,9.5,9.4,moderate
10362,Dê Tây Bắc - Các Món Đặc Sản Vùng Cao,10.946601,106.735834,"42 Khu Dân Cư Việt Sinh, An Phú, Thị Xã Thuận An, Bình Dương","Quán ăn, ","Thịt Dê, Đặc sản rừng, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt, ",no,no,no,50.000 -110.000,8.5,9.0,8.5,high
10363,Kim Korean Food - AEON Mall Bình Tân,10.742589,106.611458,"Tầng 2, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM","Quán ăn, ","Cơm, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Món Á, Món Hàn, ",no,no,yes,60.000 -119.000,0.0,0.0,6.0,high
10364,Bistro 9 - Món Âu,10.349465,107.072351,"9 Trương Vĩnh Ký, P. 1, Tp. Vũng Tàu, Vũng Tàu",Nhà hàng,,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Món Âu,no,no,no,50.000đ - 300.000,6.7,8.7,9.0,high
10365,Cá Viên Chiên 176 - 923 Lê Văn Lương,10.713659,106.701524,"923 Đ. Lê Văn Lương, X. Phước Kiển, Huyện Nhà Bè, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Cá/bò viên, ","00:01 - 03:00, 13:00 - 23:59","00:01 - 03:00, 13:00 - 23:59","00:01 - 03:00, 13:00 - 23:59","00:01 - 03:00, 13:00 - 23:59","00:01 - 03:00, 13:00 - 23:59","00:01 - 03:00, 13:00 - 23:59","00:01 - 03:00, 13:00 - 23:59","Món Việt, ",no,yes,yes,10.000 -15.000,9.0,8.7,9.0,high
10366,Gà Rán & Burger Lotteria - Xô Viết Nghệ Tĩnh,10.7986547,106.7111478,"222A Xô Viết Nghệ Tĩnh, P. 21, Bình Thạnh, TP. HCM",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Thịt Bò ,  Ăn vặt - Ăn nhẹ ,  Fastfood - Thức ăn nhanh",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,"Món Á ,  Món Hàn",yes,no,yes,30.000 - 77.000,5.6,5.5,5.8,low
10367,Cà Phê Muối Chú Long - Võ Văn Kiệt,10.7659632,106.7001889,"98 Võ Văn Kiệt, P. Nguyễn Thái Bình, Quận 1, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,high
10368,Trà Sữa Maycha - 55 Cô Bắc,10.7649309,106.6950413,"55 Bis Cô Bắc, P.Cầu Ông Lãnh, Quận 1, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
10369,Cuckoo Cuisine Coffee,10.953851,106.862762,"Đặng Đức Thuật, P. Tam Hòa, Thành Phố Biên Hòa, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ",08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,"Món Việt, ",no,no,yes,20.000 -60.000,7.7,7.8,7.8,moderate
10370,Phở Việt Nam - Homemade - Trần Quốc Toản,10.788181,106.688635,"66 Trần Quốc Toản, P. 8, Quận 3, TP. HCM","Quán ăn, ","Phở, Bún, Thịt Bò, Món nước, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,"Món Việt, ",no,no,yes,50.000 -90.000,7.5,6.8,7.3,high
10371,Quán Hoa Sữa Mâm Cơm Gia Đình - Bún Chả Hà Nội - Nguyễn Hữu Thọ,10.719858,106.701429,"D1-12, Chung Cư Hoàng anh Gia Lai 3 Nguyễn Hữu Thọ, X. Phước Kiển, Huyện Nhà Bè, TP. HCM","Quán ăn, ","Trà chanh, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Cơm, Thức uống, Sữa, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt, Món Bắc, Món Miền Trung, Món Miền Nam, ",yes,yes,yes,,10.0,8.3,8.3,high
10372,HAN. CAPHE - Cà Phê & Trà - Trần Quang Diệu,10.7904863,106.6769836,"113/28A Trần Quang Diệu, P. 14, Quận 3, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,Món Việt,no,no,no,0 - 0,0.0,0.0,0.0,high
10373,Món Quảng - Food & Coffee House,10.961931,106.696184,"4/141 Nguyễn Thị Minh Khai, P. Thuận Giao, Thị Xã Thuận An, Bình Dương","Nhà hàng, ","Món nước, Café - Kem, Ăn vặt - Ăn nhẹ, Cơm, Thức uống, ",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,"Món Việt, ",yes,no,yes,4.000 -60.000,9.4,9.2,9.4,high
10374,Đậu Má Làm - Bún Đậu Mắm Tôm - Đường D5,10.806052,106.7149,"59 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Bún, Món nước, Ăn vặt - Ăn nhẹ, Nem, ","11:00 - 14:30, 16:00 - 22:00","11:00 - 14:30, 16:00 - 22:00","11:00 - 14:30, 16:00 - 22:00","11:00 - 14:30, 16:00 - 22:00","11:00 - 14:30, 16:00 - 22:00","11:00 - 14:30, 16:00 - 22:00","11:00 - 14:30, 16:00 - 22:00","Món Bắc, Hà Nội, ",no,no,yes,20.000 -50.000,0.0,0.0,0.0,high
10375,Ngọc Dung - Bún Bò Huế,10.874031,106.815058,"506 Hoàng Hữu Nam, P. Long Bình, Quận 9, TP. HCM","Quán ăn, ",,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Huế, Món Miền Trung, ",no,no,no,40.000 -55.000,7.7,6.8,6.7,moderate
10376,Gà Rán KFC - Vincom Maximark Cộng Hòa,10.8006814,106.65859,"15 - 17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM","Nhà hàng, ","Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Mỹ, Châu Mỹ, ",yes,no,yes,30.000 -88.000,7.0,6.8,7.3,low
10377,"3 Râu - Gà Rán, Pizza & Trà Sữa - Nguyễn Đình Chiểu",10.771834,106.683912,"361A Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM","Quán ăn, ","Thịt Gà, Gà rán, Pizza & Pasta, Ăn vặt - Ăn nhẹ, Trà sữa, Fastfood - Thức ăn nhanh, ",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,"Món Việt, ",no,no,no,12.000 -120.000,6.0,0.0,6.6,low
10378,"Yeebo Di Bửu - Seafood, Hot Pot & Dimsum - Lê Thánh Tôn",10.781897,106.706037,"1 Lê Thánh Tôn, Quận 1, TP. HCM","Nhà hàng, ","Thịt Gà, Tôm, Cơm Chiên, Thịt Bò, Hải sản, Lẩu, Cá, Nghêu - Sò - Ốc, Dimsum, Cơm, ","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","Món Trung Hoa, ",no,yes,yes,300.000 -660.000,7.7,7.2,7.7,low
10379,Matcha Coffee - Trà Sữa & Ăn Vặt,10.9582402,106.9458214,"Quốc Lộ 1A, Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai","Café/Dessert, ","Trà, Pizza & Pasta, Bánh - Kẹo, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, Sữa, ",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,"Món Việt, ",yes,no,yes,14.000 -105.000,10.0,10.0,10.0,high
10380,Kim Tea & Coffee,10.858466,106.745357,"2 Đường Số 11, P. Linh Đông, Tp. Thủ Đức, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, ",08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,"Món Việt, ",yes,no,yes,17.000 -35.000,8.4,7.6,7.6,moderate
10381,Gà Rán KFC - Phan Văn Hớn,10.8363098,106.6034867,"53/3 Ấp Tiền Lân 1, Xã Bà điểm, Hóc Môn, TP. HCM",Sang trọng,"Gà rán ,  Hamburger ,  Bún ,  Mì ,  Cơm ,  Fastfood - Thức ăn nhanh",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,yes,yes,yes,0 - 0,1.0,1.0,1.5,low
10382,"Queen - Bánh Mì Que, Hamburger & Dimsum",10.729236,106.619184,"3 Nguyễn Quý Yêm, P. An Lạc, Bình Tân, TP. HCM",Quán ăn,"Hamburger ,  Dimsum ,  Xúc xích ,  Fastfood - Thức ăn nhanh",07:00 - 12:00,14:00 - 21:00,07:00 - 12:00,14:00 - 21:00,07:00 - 12:00,14:00 - 21:00,07:00 - 12:00,,no,no,no,5.000 - 59.000,0.0,0.0,0.0,high
10383,Sâm Dừa - Đại Lộ Hòa Bình,10.0320818,105.7824209,"Nhà Văn Hóa Thiếu Nhi, Đại Lộ Hòa Bình, P. An Cư, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè, ","Sinh tố - Nước ép, Thức uống, Nước ngọt, ",09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,"Món Miền Nam, ",no,yes,yes,10.000 -10.000,8.5,7.7,7.2,moderate
10384,Cơm Tấm Ba Lộc - Cơm Tấm Long Xuyên & Sườn Nướng Than - Khu Mỹ Giang,10.7226472,106.7159521,"11A Đường O, P. Tân Phong, Quận 7, TP. HCM",Quán ăn,"Cơm Tấm ,  Lẩu ,  Cơm văn phòng ,  Cơm",10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,,no,no,no,0 - 0,0.0,0.0,0.0,low
10385,Kem Cây Sung,10.800489,106.636954,"963 Âu Cơ, Quận Tân Phú, TP. HCM","Ăn vặt/vỉa hè, Café/Dessert, ",,11:10 - 21:00,11:10 - 21:00,11:10 - 21:00,11:10 - 21:00,11:10 - 21:00,11:10 - 21:00,11:10 - 21:00,,no,yes,yes,0.012 -0.050,6.5,7.0,0.0,high
10386,Trà sữa Mixue - 171 Bàu Cát,10.7924514,106.6433181,"171 Bàu Cát, P. 14, Tân Bình, TP. HCM",Quán ăn,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,,no,no,no,15.000 - 35.000,0.0,0.0,0.0,high
10387,Coffee 25 - Take Away,10.77088,106.654957,"44A Lữ Gia, P.15, Quận 11, TP. HCM","Café/Dessert, ","Café - Kem, ",07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,"Món Việt, ",no,no,yes,12.000 -22.000,6.4,0.0,0.0,low
10388,Domino’s Pizza - Khánh Hội,10.755945,106.701182,"133 Khánh Hội, P. 3, Quận 4, TP. HCM","Nhà hàng, ","Pizza & Pasta, Fastfood - Thức ăn nhanh, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, Món Âu, ",yes,yes,yes,49.000 -199.000,7.4,7.1,6.9,moderate
10389,ID Cafe - Tú Xương,10.777389,106.683446,"61B Tú Xương, P. 7, Quận 3, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Thức uống, Trà sữa, ",07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,"Món Việt, ",no,no,yes,40.000 -77.000,6.8,6.6,7.7,low
10390,Cơm Niêu Thiên Lý - Mỹ Văn,10.7228641,106.727114,"16 Đường Nội Khu Mỹ Văn 1, P. Tân Phú, Quận 7, TP. HCM","Quán ăn, ","Hải sản, Cá, Cơm văn phòng, Cơm, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,no,no,no,20.000 -250.000,0.0,0.0,0.0,moderate
10391,"Highlands Coffee - Trà, Cà Phê & Bánh - Tân Hoàng Mão VT",10.4921688,107.1732586,"1215C - 1215D Bạch Đằng, P. Phước Trung, Tp. Bà Rịa, Vũng Tàu","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt, ",no,no,yes,9.000 -65.000,6.9,0.0,6.3,moderate
10392,Trà Sữa ToCoToCo - Quốc Hương,10.805373,106.731328,"51 Quốc Hương, P. Thảo Điền, Tp. Thủ Đức, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ",09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,"Món Việt, ",no,no,yes,20.000 -85.000,0.0,0.0,0.0,low
10393,Kem Baskin Robbins - Vincom Landmark 81,10.794875,106.721917,"B1 - K2A Vincom Landmark 81, 772 Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM","Café/Dessert, ","Bánh sinh nhật/Bánh kem, Bánh - Kẹo, Café - Kem, Ăn vặt - Ăn nhẹ, ",09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,"Mỹ, Châu Mỹ, ",no,no,yes,45.000 -110.000,0.0,0.0,0.0,moderate
10394,Cỏ 3 Lá - Hồ Nguyễn Du,10.3908733,105.4371032,"Hồ Nguyễn Du, Thành Phố Long Xuyên, An Giang","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Thức uống, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Việt, Món Á, Món Nhật, ",no,yes,yes,15.000 -30.000,7.2,7.2,7.0,moderate
10395,Gogi House - Quán Nướng Hàn Quốc - Vincom Lê Văn Việt,10.845692,106.779025,"Tầng L4-02 Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM","Quán ăn, ","Bò nướng, Thịt Bò, Lẩu, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Á, Món Hàn, ",no,yes,yes,300.000 -500.000,8.6,8.4,8.8,high
10396,Súp Cua Mộc - Nguyễn Hồng Đào,10.7913199,106.6412064,"222 Nguyễn Hồng Đào, P. 14, Quận Tân Bình, TP. HCM","Quán ăn, ","Đậu hũ, Cháo, Súp, Ăn vặt - Ăn nhẹ, Cá/bò viên, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Việt, ",no,no,no,17.000 -20.000,10.0,10.0,9.0,moderate
10397,Gong Cha - Trà & Cà Phê - Nguyễn Sơn,10.780868,106.634209,"7 Nguyễn Sơn, P. Phú Thạnh, Quận Tân Phú, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ",09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,"Món Á, Đài Loan, ",no,no,yes,40.000 -80.000,6.7,6.4,6.4,low
10398,Quán Hương Đồng Quê - Bò Nướng Ngói,10.366424,105.449171,"378 Trần Hưng Đạo, P. Mỹ Quý, Thành Phố Long Xuyên, An Giang","Quán ăn, ","Bò nướng, Thịt Bò, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,no,100.000 -300.000,8.4,8.0,7.9,high
10399,Pizza Hut - Lotte Biên Hòa,10.9488111,106.870719,"Tầng 5, Lô B03, Trung Tâm Thương Mại AMATA, Đường 1A, P. Long Bình, Thành Phố Biên Hòa, Đồng Nai","Nhà hàng, ","Cơm Chiên, Pizza & Pasta, Cơm, Fastfood - Thức ăn nhanh, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Mỹ, Châu Mỹ, ",yes,no,yes,40.000 -165.000,6.4,6.5,6.5,low
10400,Trà Sữa Thế Giới,10.978916,106.656428,"30 Võ Thành Long, P. Phú Cường, Thành Phố Thủ Dầu Một, Bình Dương","Café/Dessert, ","Café - Kem, Thức uống, Trà sữa, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Việt, ",no,no,yes,10.000 -15.000,7.3,7.7,7.0,moderate
10401,"Highlands Coffee - Trà, Cà Phê & Bánh - Big C Dĩ An",10.8888012,106.7759209,"Big C Dĩ An, Quốc Lộ 1K, P. Đông Hòa, Thị Xã Dĩ An, Bình Dương","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Việt, ",no,no,yes,9.000 -65.000,0.0,6.6,6.1,low
10402,Gà Rán & Burger McDonald's The Grace,10.7318536,106.723714,"Tầng G, Phòng G05, Tòa nhà The Grace, 71 Hoàng Văn Thái, Khu Phố 1, P. Tân Phú, Quận 7, TP. HCM",Quán ăn,"Gà rán ,  Hamburger ,  Xúc xích ,  Fastfood - Thức ăn nhanh",07:00 - 22:50,07:00 - 22:50,07:00 - 22:50,07:00 - 22:50,07:00 - 22:50,07:00 - 22:50,07:00 - 22:50,,no,no,no,50.000 - 200.000,0.0,0.0,0.0,high
