RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),preference_level,City,District,Local_address,Min_Price,Max_Price,Avg_Price,Price_range
11370,birdlove cafe - nguyễn hữu cầu,10.8671117,106.6140697,"55/5 nguyễn hữu cầu, xã trung chánh, hóc môn, tp. hcm","café/dessert, tiệm bánh","café - kem, sinh tố - nước ép",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,món việt,yes,no,yes,20.000 -50.000,7.4,6.8,8.2,moderate,tp. hcm,hóc môn,"55/5 nguyễn hữu cầu, xã trung chánh",20000.0,50000.0,35000.0,30000.0
11371,trà sữa 60s - nguyễn văn thành,11.184184,106.720746,"14 nguyễn văn thành, ấp 3, tân bình, tân uyên, bình dương",café/dessert,"thức uống, trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,yes,no,yes,10.000 -20.000,8.0,8.0,6.0,moderate,bình dương,tân uyên,"14 nguyễn văn thành, ấp 3, tân bình",10000.0,20000.0,15000.0,10000.0
11372,dì 2 quán - ăn vặt bình dân,10.8383564045133,106.781271009787,"135/5a đường số 14, p. tăng nhơn phú b, quận 9, tp. hcm",ăn vặt/vỉa hè,"ăn vặt - ăn nhẹ, fastfood - thức ăn nhanh",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,món việt,yes,yes,yes,6.000 -17.000,8.3,8.3,7.3,high,tp. hcm,quận 9,"135/5a đường số 14, p. tăng nhơn phú b",6000.0,17000.0,11500.0,11000.0
11373,,,,"___, ___",,,,,,,,,,,yes,yes,yes,,0.0,0.0,0.0,low,___,___,,,,,
11374,chè tàu hủ bà bổng - 441 đ. trường chinh,10.8002833,106.6397397,"441 đ. trường chinh, p. 14, tân bình, tp. hcm",quán ăn,chè,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,no,no,no,10.000 - 50.000,0.0,0.0,0.0,high,tp. hcm,tân bình,"441 đ. trường chinh, p. 14",10000.0,50000.0,30000.0,40000.0
11376,quán cây dừa - lẩu dê,10.765557,106.659645,"212 lý thường kiệt, p. 14, quận 11, tp. hcm",quán ăn,"thịt dê, hải sản, lẩu",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,món việt,no,no,no,50.000 -110.000,0.0,0.0,6.0,low,tp. hcm,quận 11,"212 lý thường kiệt, p. 14",50000.0,110000.0,80000.0,60000.0
11377,feel coffee & tea express - làng đại học thủ đức,10.8756920493216,106.7999868161468,"làng đại học thủ đức, thủ đức, tp. hcm",café/dessert,"café - kem, sinh tố - nước ép, home-made, thức uống",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,món việt,yes,no,yes,10.000 -22.000,7.6,7.7,6.7,moderate,tp. hcm,thủ đức,làng đại học thủ đức,10000.0,22000.0,16000.0,12000.0
11378,cơm gà lê trang - đường 3 tháng 2,10.024311,105.766921,"55 đường 3 tháng 2, p. xuân khánh, ninh kiều, cần thơ",quán ăn,"thịt gà, gà rán, gà xối mỡ, cơm văn phòng, cơm, fastfood - thức ăn nhanh",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,món việt,no,no,no,25.000 -35.000,0.0,0.0,0.0,moderate,cần thơ,ninh kiều,"55 đường 3 tháng 2, p. xuân khánh",25000.0,35000.0,30000.0,10000.0
11380,"to korea - mì tương đen, cơm cuộn & canh hầm kiểu hàn",10.8384021,106.6769894,"113 nguyễn văn lượng, p. 17, gò vấp, tp. hcm",quán ăn,"bún, mì",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,low,tp. hcm,gò vấp,"113 nguyễn văn lượng, p. 17",,,,
11381,sinh tố & nước ép su hào - 31/33 ung văn khiêm,10.809311,106.7134786,"31/33 ung văn khiêm, p. 25, bình thạnh, tp. hcm",quán ăn,"sinh tố - nước ép, thức uống",,,,,,,,,no,no,no,,10.0,10.0,10.0,moderate,tp. hcm,bình thạnh,"31/33 ung văn khiêm, p. 25",,,,
11382,hủ tiếu minh,10.034155,105.782264,"72 đề thám, p. tân an, ninh kiều, cần thơ",quán ăn,"bún, hủ tiếu, mì, miến, hoành thánh - vằn thắn, bánh - kẹo, bánh tằm, thức uống",06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,món việt,no,no,no,20.000 -55.000,8.3,7.4,6.8,high,cần thơ,ninh kiều,"72 đề thám, p. tân an",20000.0,55000.0,37500.0,35000.0
11384,quán ô mai - ăn vặt & trà sữa,10.7397057,106.7088485,"số 99 đường 85, p. tân quy, quận 7, tp. hcm",café/dessert,"gà rán, hamburger, bún, mì, miến, ăn vặt - ăn nhẹ, trà sữa, xúc xích, fastfood - thức ăn nhanh",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,món việt,yes,no,yes,15.000 -35.000,7.1,6.8,7.0,low,tp. hcm,quận 7,"số 99 đường 85, p. tân quy",15000.0,35000.0,25000.0,20000.0
11385,dunkin' donuts - vincom plaza,10.826743,106.689061,"tầng trệt vincom plaza, 12 phan văn trị, gò vấp, tp. hcm",,,,,,,,,,,no,no,yes,20.000 -79.000,7.5,7.5,6.6,moderate,tp. hcm,gò vấp,"tầng trệt vincom plaza, 12 phan văn trị",20000.0,79000.0,49500.0,59000.0
11386,trà sữa enjoy tea - shop online,10.0607105,105.7612586,"53/154 nguyễn việt dũng, bình thủy, cần thơ",shop online,"thức uống, trà sữa",09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,món việt,yes,yes,yes,20.000 -25.000,8.2,7.8,6.5,moderate,cần thơ,bình thủy,53/154 nguyễn việt dũng,20000.0,25000.0,22500.0,5000.0
11387,quán dì 6 thùy,10.909012,107.391588,"đường số 2, p. tam hiệp, xuân lộc, đồng nai",quán ăn,"hải sản, món nước",05:30 - 09:00,05:30 - 09:00,05:30 - 09:00,05:30 - 09:00,05:30 - 09:00,05:30 - 09:00,05:30 - 09:00,món việt,no,no,no,15.000 -25.000,10.0,10.0,0.0,moderate,đồng nai,xuân lộc,"đường số 2, p. tam hiệp",15000.0,25000.0,20000.0,10000.0
11388,trà sữa củ năng,10.751601,106.645369,"199/9 lê quang sung, quận 6, tp. hcm",café/dessert,"thức uống, trà sữa",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,món việt,no,no,no,10.000 -20.000,7.3,6.2,6.0,moderate,tp. hcm,quận 6,199/9 lê quang sung,10000.0,20000.0,15000.0,10000.0
11389,sushi hokkaido sachi 北海道サチ - vincom center,10.778019,106.701496,"tầng b3-07, vincom center, 72 lê thánh tôn, p. bến nghé, quận 1, tp. hcm",nhà hàng,"hải sản, sushi & sashimi, cơm, thức uống",10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,"món á, món nhật",no,yes,yes,150.000 -500.000,8.6,7.8,7.7,moderate,tp. hcm,quận 1,"tầng b3-07, vincom center, 72 lê thánh tôn, p. bến nghé",120000.0,500000.0,325000.0,350000.0
11391,bún bò huế đông ba - cao lỗ,10.7383765,106.678919,"39a cao lỗ, p.4, quận 8, tp. hcm",quán ăn,bún,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,,no,no,no,50.000 - 100.000,0.0,0.0,0.0,high,tp. hcm,quận 8,"39a cao lỗ, p.4",50000.0,100000.0,75000.0,50000.0
11392,mj's kitchen - món ăn gia đình - tôn dật tiên,10.722376,106.713892,"161 tôn dật tiên, quận 7, tp. hcm",nhà hàng,"thịt gà, thịt bò, món nước, ăn vặt - ăn nhẹ, cơm",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,món việt,no,yes,yes,100.000 -200.000,8.5,8.0,9.0,moderate,tp. hcm,quận 7,161 tôn dật tiên,95000.0,200000.0,150000.0,100000.0
11394,eit's - le coffee & pastry,11.0568893,106.6843194,"b2 hùng vương, p. hòa phú, thủ dầu một, bình dương",café/dessert,"trà, bánh - kẹo, café - kem, sinh tố - nước ép, ăn vặt - ăn nhẹ, thức uống, nước ngọt, trà sữa",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,món việt,no,no,yes,15.000 -100.000,7.6,7.9,8.3,moderate,bình dương,thủ dầu một,"b2 hùng vương, p. hòa phú",15000.0,100000.0,57500.0,85000.0
11395,bún đậu mẹt - lê văn thọ,10.84766,106.656926,"376 lê văn thọ, p. 11, gò vấp, tp. hcm",quán ăn,bún,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,no,no,no,50.000 -150.000,0.0,0.0,0.0,high,tp. hcm,gò vấp,"376 lê văn thọ, p. 11",50000.0,150000.0,100000.0,100000.0
11396,bánh xèo & bánh căn phan rang,10.9730653952746,106.655632853508,"27 bàu bàng, p. chánh nghĩa, thủ dầu một, bình dương",quán ăn,"bánh khọt, ăn vặt - ăn nhẹ, bánh xèo",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món miền trung,no,no,no,8.000 -35.000,6.7,6.7,6.9,moderate,bình dương,thủ dầu một,"27 bàu bàng, p. chánh nghĩa",8000.0,35000.0,21500.0,27000.0
11397,mì cay miss fresh - mì cay 7 cấp độ - đặng văn bi,10.8434547,106.7625727,"127 đặng văn bi, p. trường thọ, thủ đức, tp. hcm","nhà hàng, quán ăn","trà, sinh tố - nước ép, thức uống, sữa",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,"món việt, món á, món nhật, món hàn",yes,yes,yes,0 - 0,0.0,0.0,0.0,high,tp. hcm,thủ đức,"127 đặng văn bi, p. trường thọ",,,,
11398,"fasto - cơm, mì & dimsum - nguyễn gia trí",10.8067244,106.716071,"213/11 nguyễn gia trí, p. 25, bình thạnh, tp. hcm",quán ăn,"xúc xích, fastfood - thức ăn nhanh",08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,bình thạnh,"213/11 nguyễn gia trí, p. 25",,,,
11400,vua đậu - bún đậu mắm tôm - 21 trần thị điệu,10.8292784,106.7723001,"21 trần thị điệu, p. phước long b, thủ đức, tp. hcm",quán ăn,bún,10:00 - 22:25,10:00 - 22:25,10:00 - 22:25,10:00 - 22:25,10:00 - 22:25,10:00 - 22:25,10:00 - 22:25,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,thủ đức,"21 trần thị điệu, p. phước long b",,,,
11401,tiệm trà chanh aurora - nguyễn hữu cảnh,10.938028,106.6987625,"d480 nguyễn hữu cảnh, khu phố bình hoà, p. bình nhâm, thuận an, bình dương",café/dessert,"trà chanh, sinh tố - nước ép, thức uống, trà sữa",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,no,no,no,15.000 -50.000,10.0,10.0,10.0,high,bình dương,thuận an,"d480 nguyễn hữu cảnh, khu phố bình hoà, p. bình nhâm",15000.0,50000.0,32500.0,35000.0
11402,rau má & sinh tố - lập thành,10.3495098,107.0771749,"9 đồ chiểu, p. 1, vũng tàu, vũng tàu",café/dessert,sinh tố - nước ép,"00:01 - 02:00, 08:00 - 23:59","00:01 - 02:00, 08:00 - 23:59","00:01 - 02:00, 08:00 - 23:59","00:01 - 02:00, 08:00 - 23:59","00:01 - 02:00, 08:00 - 23:59","00:01 - 02:00, 08:00 - 23:59","00:01 - 02:00, 08:00 - 23:59",món việt,no,no,no,15.000 -33.000,7.2,7.0,6.8,moderate,vũng tàu,vũng tàu,"9 đồ chiểu, p. 1",15000.0,33000.0,24000.0,18000.0
11403,vita cafe - phú hòa,10.974455,106.678818,"ô 65, lô b3, đường d1, kdc phú hòa 1, p. phú hòa, thủ dầu một, bình dương",café/dessert,"café - kem, thức uống",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,món việt,no,no,yes,40.000 -100.000,0.0,0.0,0.0,moderate,bình dương,thủ dầu một,"ô 65, lô b3, đường d1, kdc phú hòa 1, p. phú hòa",40000.0,100000.0,70000.0,60000.0
11404,cậu 5 - trà sữa nhà làm,10.853068,106.792837,"259 man thiện, p. hiệp phú, quận 9, tp. hcm",café/dessert,"trà, sinh tố - nước ép, thức uống, trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,yes,no,yes,20.000 -50.000,10.0,10.0,10.0,high,tp. hcm,quận 9,"259 man thiện, p. hiệp phú",20000.0,50000.0,35000.0,30000.0
11405,mì cay xíu - đường số 19,10.8396825,106.6553107,"42/11 đường số 19, p. 8, gò vấp, tp. hcm",quán ăn,"bún, mì, miến, ăn vặt - ăn nhẹ, nem, cá/bò viên",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,gò vấp,"42/11 đường số 19, p. 8",,,,
11406,thiện ký - tiệm cơm,10.809137,106.693634,"304 lê quang định, p. 11, bình thạnh, tp. hcm",quán ăn,"cơm chiên, lẩu, cơm",13:00 - 23:59,13:00 - 23:59,13:00 - 23:59,13:00 - 23:59,13:00 - 23:59,13:00 - 23:59,13:00 - 23:59,món việt,no,no,no,30.000 -220.000,9.7,9.7,9.4,moderate,tp. hcm,bình thạnh,"304 lê quang định, p. 11",30000.0,220000.0,125000.0,190000.0
11407,bún đậu mắm tôm 277 - tô ngọc vân,10.857516,106.66781,"44/33 tô ngọc vân, p. thạnh xuân, quận 12, tp. hcm",quán ăn,"đậu hũ, bún, thịt heo, ăn vặt - ăn nhẹ, nem",,,,,,,,"món bắc, hà nội",no,no,no,18.000 -38.000,9.7,9.3,9.3,moderate,tp. hcm,quận 12,"44/33 tô ngọc vân, p. thạnh xuân",18000.0,38000.0,28000.0,20000.0
11409,beefsteak hai con bò - nguyễn cư trinh,10.763873,106.690113,"85 nguyễn cư trinh, quận 1, tp. hcm",nhà hàng,thịt bò,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"món á, món âu, món nhật",no,no,yes,65.000 -110.000,6.9,6.7,6.9,low,tp. hcm,quận 1,85 nguyễn cư trinh,65000.0,110000.0,87500.0,45000.0
11412,fox tea - trà sữa & ăn vặt -  đường số 8,10.8439409,106.6619843,"202 đường số 8, p. 11, gò vấp, tp. hcm",,,,,,,,,,,no,no,yes,10.000 -30.000,0.0,0.0,0.0,low,tp. hcm,gò vấp,"202 đường số 8, p. 11",10000.0,30000.0,20000.0,20000.0
11413,noodle bar - bún chua cay hải sản - online,10.7449653,106.6915288,"103t dương bá trạc, p. 1, quận 8, tp. hcm",shop online,"bún, thức uống, nước ngọt",09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,món việt,yes,no,yes,10.000 -65.000,7.0,7.2,6.8,low,tp. hcm,quận 8,"103t dương bá trạc, p. 1",10000.0,65000.0,37500.0,55000.0
11416,ngọc linh cafe,10.061404703037,105.5583736672997,"đt 922, cờ đỏ, cần thơ",café/dessert,café - kem,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,món việt,no,no,yes,7.000 -20.000,6.5,6.5,8.0,moderate,cần thơ,cờ đỏ,đt 922,7000.0,20000.0,13500.0,13000.0
11418,eo biển xanh - nhà hàng hải sản,10.3654233,107.0626218,"33-35 trần phú, p. 5, vũng tàu, vũng tàu",nhà hàng,"hải sản, ăn vặt - ăn nhẹ",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,món việt,no,yes,yes,50.000 -2.000.000,8.2,8.5,8.5,moderate,vũng tàu,vũng tàu,"33-35 trần phú, p. 5",50000.0,315000.0,1025000.0,1950000.0
11419,bánh canh sườn chìa - hoàng vũ,10.7768738,106.64965,"726 -728 lạc long quân, p. 9, tân bình, tp. hcm",quán ăn,"bún, miến",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,,no,no,no,42.000 -68.000,9.0,9.0,9.0,high,tp. hcm,tân bình,"726 -728 lạc long quân, p. 9",42000.0,68000.0,55000.0,26000.0
11420,phở 10 lý quốc sư - lê đức thọ,10.834516,106.681756,"68 lê đức thọ, gò vấp, tp. hcm",quán ăn,"phở, món nước",06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,"món việt, món bắc, hà nội",no,no,no,30.000 -50.000,6.7,6.9,6.8,high,tp. hcm,gò vấp,68 lê đức thọ,30000.0,50000.0,40000.0,20000.0
11421,hủ tiếu nam vang - tân chánh hiệp 10,10.8634020464979,106.6315647136064,"51 tân chánh hiệp 10, p. tân chánh hiệp, quận 12, tp. hcm",quán ăn,món nước,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,"món việt, campuchia",yes,no,no,20.000 -25.000,9.0,8.3,8.0,moderate,tp. hcm,quận 12,"51 tân chánh hiệp 10, p. tân chánh hiệp",20000.0,25000.0,22500.0,5000.0
11422,38 flower market & tea house - xa lộ hà nội,10.7999525,106.730107,"93 xa lộ hà nội, p. thảo điền, thủ đức, tp. hcm",café/dessert,"bánh - kẹo, café - kem, sinh tố - nước ép, thức uống, trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,no,no,yes,28.000 -75.000,7.4,7.8,8.3,moderate,tp. hcm,thủ đức,"93 xa lộ hà nội, p. thảo điền",28000.0,75000.0,51500.0,47000.0
11424,bánh mì hà nội ý tường - lê đức thọ,10.861151,106.649778,"16/1a đường lê đức thọ, p. tân thới hiệp, quận 12, tp. hcm",quán ăn,"bánh mì, bánh - kẹo",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,,no,no,no,18.000 - 25.000,0.0,0.0,0.0,high,tp. hcm,quận 12,"16/1a đường lê đức thọ, p. tân thới hiệp",18000.0,25000.0,21500.0,7000.0
11426,quán cơm hai lượng - 814 nguyễn văn quá,10.8467568,106.6342382,"814 nguyễn văn quá, p. đông hưng thuận, quận 12, tp. hcm",quán ăn,"cơm văn phòng, ăn vặt - ăn nhẹ, cơm",10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,món việt,no,no,no,15.000 -45.000,8.5,8.7,8.8,moderate,tp. hcm,quận 12,"814 nguyễn văn quá, p. đông hưng thuận",15000.0,45000.0,30000.0,30000.0
11427,vườn lộng gió - bbq & hải sản,10.8937384408458,106.7704609036446,"đường gs2, p. đông hoà, dĩ an, bình dương",quán ăn,"thịt gà, trà, thịt bò, thịt heo, hải sản, lẩu, ăn vặt - ăn nhẹ, thức uống, bia, nước ngọt",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,món việt,no,no,yes,15.000 -390.000,6.5,6.3,7.8,moderate,bình dương,dĩ an,"đường gs2, p. đông hoà",15000.0,258125.0,202500.0,375000.0
11428,cây xoài - lẩu dê,10.065898,105.756568,"95/8a nguyễn thông, bình thủy, cần thơ",quán ăn,"thịt dê, đặc sản rừng",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,no,yes,no,50.000 -200.000,8.2,7.6,7.2,moderate,cần thơ,bình thủy,95/8a nguyễn thông,50000.0,200000.0,125000.0,150000.0
11429,cơm tấm kiều giang,10.756421,106.962269,"quốc lộ 51, long thành, đồng nai",quán ăn,cơm,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,món việt,no,no,no,17.000 -25.000,0.0,0.0,6.3,low,đồng nai,long thành,quốc lộ 51,17000.0,25000.0,21000.0,8000.0
11430,umbala - cơm gà & spaghetti - đào duy anh,10.805823,106.677369,"19 đào duy anh, p. 9, phú nhuận, tp. hcm",,,,,,,,,,,no,no,no,25.000 -50.000,0.0,0.0,0.0,low,tp. hcm,phú nhuận,"19 đào duy anh, p. 9",25000.0,50000.0,37500.0,25000.0
11431,bò né ninh kiều,10.037815,105.785278,"38 ngô hữu hạnh, p. an hội, ninh kiều, cần thơ",quán ăn,"bánh mì, beefsteak - bò né, thịt bò, bún, mì, miến, bánh - kẹo, ăn vặt - ăn nhẹ",06:00 - 11:30,06:00 - 11:30,06:00 - 11:30,06:00 - 11:30,06:00 - 11:30,06:00 - 11:30,06:00 - 11:30,món việt,no,no,no,12.000đ - 20.000,8.0,8.0,7.8,high,cần thơ,ninh kiều,"38 ngô hữu hạnh, p. an hội",12000.0,20000.0,16000.0,8000.0
11433,hủ tíu nam vang bé dâu - thức ăn - đường tạ quang bửu ( cao lỗ ),10.7399806,106.6766951,"603 tạ quang bửu, p. 4, quận 8, tp. hcm",quán ăn,"bún, hủ tiếu, mì",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,yes,no,yes,0 - 0,0.0,0.0,0.0,low,tp. hcm,quận 8,"603 tạ quang bửu, p. 4",,,,
11434,matcha nga - milk tea - 329 nguyễn văn linh,10.0257504,105.7587098,"329 nguyễn văn linh, p. hưng lợi, ninh kiều, cần thơ",ăn vặt/vỉa hè,"trà, sinh tố - nước ép, thức uống, trà sữa",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,món việt,no,yes,yes,20.000 - 25.000,10.0,10.0,10.0,high,cần thơ,ninh kiều,"329 nguyễn văn linh, p. hưng lợi",20000.0,25000.0,22500.0,5000.0
11435,xôi bát bửu & xôi sầu riêng - phạm đình hổ,10.751925,106.648406,"101/35a10 phạm đình hổ, quận 6, tp. hcm",ăn vặt/vỉa hè,"xôi, ăn vặt - ăn nhẹ, cơm, nem",07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,món việt,no,yes,yes,9.000 -40.000,6.7,6.6,6.6,moderate,tp. hcm,quận 6,101/35a10 phạm đình hổ,9000.0,40000.0,24500.0,31000.0
11436,sò lùn quán - hải sản tươi sống,10.9523,106.870344,"c1 đồng khởi, kp. 4, p. tân hiệp, biên hòa, đồng nai",quán ăn,hải sản,11:00 - 23:59,11:00 - 23:59,11:00 - 23:59,11:00 - 23:59,11:00 - 23:59,11:00 - 23:59,11:00 - 23:59,món việt,no,yes,no,15.000 -169.000,7.5,7.6,7.0,moderate,đồng nai,biên hòa,"c1 đồng khởi, kp. 4, p. tân hiệp",15000.0,167500.0,92000.0,154000.0
11437,gà rán sugar - phạm văn thuận,10.957852,106.844208,"pg2-05/1080 phạm văn thuận, khu phố 2, p. tân mai, biên hòa, đồng nai",café/dessert,"gà rán, trà, bánh - kẹo, ăn vặt - ăn nhẹ, cơm, thức uống, fastfood - thức ăn nhanh",10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,món việt,no,no,yes,10.000 -50.000,7.5,6.0,6.8,low,đồng nai,biên hòa,"pg2-05/1080 phạm văn thuận, khu phố 2, p. tân mai",10000.0,50000.0,30000.0,40000.0
11438,cà phê muối chú long - nguyễn hữu cảnh,10.796432,106.71868,"137a nguyễn hữu cảnh, p. 22, bình thạnh, tp. hcm",café/dessert,"trà chanh, sinh tố - nước ép, thức uống, trà sữa",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,high,tp. hcm,bình thạnh,"137a nguyễn hữu cảnh, p. 22",5000.0,20000.0,12500.0,15000.0
11442,"hủ tiếu nam vang, bò kho & gà ác kim khánh",10.8564507,106.6018257,"127/2 nguyễn thị sóc, ấp hưng lân, x. bà điểm, hóc môn, tp. hcm",quán ăn,"thịt bò, bún, hủ tiếu, miến",06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:59,06:00 - 23:30,món á,yes,no,yes,0 - 0,0.0,0.0,0.0,high,tp. hcm,hóc môn,"127/2 nguyễn thị sóc, ấp hưng lân, x. bà điểm",,,,
11444,tokyo deli express - sushi - song hành,10.7997523,106.7360562,"34 song hành, khu phố 5, p. an phú, thủ đức, tp. hcm",nhà hàng,"tôm, hải sản, cá, sushi & sashimi, mực, cơm",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,"món á, món nhật",no,no,yes,150.000 - 275.000,7.9,7.5,7.6,high,tp. hcm,thủ đức,"34 song hành, khu phố 5, p. an phú",77500.0,275000.0,212500.0,125000.0
11446,quỳnh - bún đậu mắm tôm,10.8480536,106.7595986,"225 đặng văn bi, p. trường thọ, thủ đức, tp. hcm",quán ăn,"bún, đặc sản vùng",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,món bắc,no,no,yes,22.000 -110.000,7.9,7.2,7.5,low,tp. hcm,thủ đức,"225 đặng văn bi, p. trường thọ",22000.0,110000.0,66000.0,88000.0
